09:54:51 5040 N     
09:54:56 5000 N     
01:16:28 655 N     
01:16:28 660 N     
01:16:29 650 N     
01:16:30 650 N     
01:16:30 645 N     
01:16:31 645 N     
01:16:32 625 N     
01:16:32 620 N     
01:16:33 620 N     
01:16:33 615 N     
01:16:34 620 N     
01:16:35 625 N     
01:16:35 615 N     
01:16:36 620 N     
01:16:37 620 N     
01:16:37 625 N     
01:16:38 605 N     
01:16:38 605 N     
01:16:39 605 N     
01:16:40 605 N     
01:16:40 615 N     
01:16:41 615 N     
01:16:41 630 N     
01:16:42 630 N     
01:16:43 640 N     
01:16:43 625 N     
01:16:44 620 N     
01:16:45 615 N     
01:16:45 615 N     
01:16:46 615 N     
01:16:46 620 N     
01:16:47 615 N     
01:16:48 620 N     
01:16:48 615 N     
01:16:49 625 N     
01:16:49 605 N     
01:16:50 600 N     
01:16:51 610 N     
01:16:51 610 N     
01:16:52 630 N     
01:16:53 630 N     
01:16:53 640 N     
01:16:54 645 N     
01:16:55 645 N     
01:16:55 640 N     
01:16:56 630 N     
01:16:56 615 N     
01:16:57 625 N     
01:16:58 625 N     
01:16:58 635 N     
01:16:59 635 N     
01:17:00 640 N     
01:17:00 630 N     
01:17:01 630 N     
01:17:01 630 N     
01:17:02 620 N     
01:17:03 615 N     
01:17:03 605 N     
01:17:04 615 N     
01:17:05 620 N     
01:17:05 635 N     
01:17:06 645 N     
01:17:06 645 N     
01:17:07 650 N     
01:17:08 650 N     
01:17:08 650 N     
01:17:09 650 N     
01:17:10 620 N     
01:17:10 620 N     
01:17:11 625 N     
01:17:12 630 N     
01:17:12 630 N     
01:17:13 635 N     
01:17:13 625 N     
01:17:14 625 N     
01:17:15 625 N     
01:17:15 615 N     
01:17:16 405 N PR SVPB C.I.= 405 ms   
01:17:16 615 N CP    
01:17:17 605 N     
01:17:18 595 N     
01:17:18 605 N     
01:17:19 620 N     
01:17:19 630 N     
01:17:20 650 N     
01:17:21 645 N     
01:17:21 650 N     
01:17:22 655 N     
01:17:23 660 N     
01:17:23 645 N     
01:17:24 635 N     
01:17:25 620 N     
01:17:25 640 N     
01:17:26 645 N     
01:17:26 650 N     
01:17:27 655 N     
01:17:28 655 N     
01:17:28 650 N     
01:17:29 645 N     
01:17:30 645 N     
01:17:30 645 N     
01:17:31 635 N     
01:17:32 625 N     
01:17:32 610 N     
01:17:33 625 N     
01:17:33 645 N     
01:17:34 660 N     
01:17:35 665 N     
01:17:35 660 N     
01:17:36 655 N     
01:17:37 655 N     
01:17:37 655 N     
01:17:38 650 N     
01:17:39 645 N     
01:17:39 625 N     
01:17:40 615 N     
01:17:41 620 N     
01:17:41 620 N     
01:17:42 620 N     
01:17:42 625 N     
01:17:43 620 N     
01:17:44 630 N     
01:17:44 625 N     
01:17:45 620 N     
01:17:46 630 N     
01:17:46 610 N     
01:17:47 605 N     
01:17:47 610 N     
01:17:48 605 N     
01:17:49 615 N     
01:17:49 620 N     
01:17:50 625 N     
01:17:51 625 N     
01:17:51 630 N     
01:17:52 610 N     
01:17:52 605 N     
01:17:53 605 N     
01:17:54 615 N     
01:17:54 620 N     
01:17:55 625 N     
01:17:55 630 N     
01:17:56 625 N     
01:17:57 630 N     
01:17:57 615 N     
01:17:58 605 N     
01:17:59 620 N     
01:17:59 620 N     
01:18:00 625 N     
01:18:00 635 N     
01:18:01 645 N     
01:18:02 645 N     
01:18:02 650 N     
01:18:03 645 N     
01:18:04 645 N     
01:18:04 625 N     
01:18:05 620 N     
01:18:06 620 N     
01:18:06 635 N     
01:18:07 640 N     
01:18:07 635 N     
01:18:08 650 N     
01:18:09 635 N     
01:18:09 640 N     
01:18:10 635 N     
01:18:11 635 N     
01:18:11 620 N     
01:18:12 610 N     
01:18:12 625 N     
01:18:13 630 N     
01:18:14 640 N     
01:18:14 650 N     
01:18:15 655 N     
01:18:16 655 N     
01:18:16 655 N     
01:18:17 650 N     
01:18:18 650 N     
01:18:18 630 N     
01:18:19 620 N     
01:18:20 635 N     
01:18:20 635 N     
01:18:21 640 N     
01:18:21 640 N     
01:18:22 640 N     
01:18:23 635 N     
01:18:23 630 N     
01:18:24 630 N     
01:18:25 630 N     
01:18:25 625 N     
01:18:26 610 N     
01:18:26 605 N     
01:18:27 610 N     
01:18:28 620 N     
01:18:28 635 N     
01:18:29 645 N     
01:18:30 650 N     
01:18:30 655 N     
01:18:31 655 N     
01:18:32 650 N     
01:18:32 650 N     
01:18:33 625 N     
01:18:33 615 N     
01:18:34 625 N     
01:18:35 625 N     
01:18:35 625 N     
01:18:36 625 N     
01:18:37 630 N     
01:18:37 620 N     
01:18:38 625 N     
01:18:38 620 N     
01:18:39 615 N     
01:18:40 600 N     
01:18:40 610 N     
01:18:41 615 N     
01:18:42 630 N     
01:18:42 645 N     
01:18:43 645 N     
01:18:43 650 N     
01:18:44 645 N     
01:18:45 645 N     
01:18:45 640 N     
01:18:46 420 N PR SVPB C.I.= 420 ms   
01:18:46 620 N     
01:18:47 620 N     
01:18:48 625 N     
01:18:48 620 N     
01:18:49 620 N     
01:18:50 615 N     
01:18:50 620 N     
01:18:51 605 N     
01:18:51 615 N     
01:18:52 610 N     
01:18:53 610 N     
01:18:53 595 N     
01:18:54 595 N     
01:18:54 600 N     
01:18:55 610 N     
01:18:56 620 N     
01:18:56 635 N     
01:18:57 640 N     
01:18:58 645 N     
01:18:58 640 N     
01:18:59 630 N     
01:18:59 615 N     
01:19:00 625 N     
01:19:01 620 N     
01:19:01 630 N     
01:19:02 635 N     
01:19:03 625 N     
01:19:03 630 N     
01:19:04 625 N     
01:19:04 620 N     
01:19:05 625 N     
01:19:06 610 N     
01:19:06 595 N     
01:19:07 600 N     
01:19:07 605 N     
01:19:08 610 N     
01:19:09 625 N     
01:19:09 630 N     
01:19:10 630 N     
01:19:11 635 N     
01:19:11 630 N     
01:19:12 635 N     
01:19:12 615 N     
01:19:13 615 N     
01:19:14 620 N     
01:19:14 625 N     
01:19:15 630 N     
01:19:16 630 N     
01:19:16 635 N     
01:19:17 630 N     
01:19:18 630 N     
01:19:18 635 N     
01:19:19 625 N     
01:19:19 630 N     
01:19:20 625 N     
01:19:21 615 N     
01:19:21 600 N     
01:19:22 620 N     
01:19:22 640 N     
01:19:23 665 N     
01:19:24 665 N     
01:19:24 665 N     
01:19:25 665 N     
01:19:26 655 N     
01:19:26 655 N     
01:19:27 645 N     
01:19:28 645 N     
01:19:28 635 N     
01:19:29 620 N     
01:19:30 615 N     
01:19:30 615 N     
01:19:31 625 N     
01:19:32 635 N     
01:19:32 635 N     
01:19:33 630 N     
01:19:33 630 N     
01:19:34 630 N     
01:19:35 625 N     
01:19:35 630 N     
01:19:36 605 N     
01:19:36 610 N     
01:19:37 615 N     
01:19:38 630 N     
01:19:38 640 N     
01:19:39 640 N     
01:19:40 640 N     
01:19:40 640 N     
01:19:41 635 N     
01:19:42 630 N     
01:19:42 620 N     
01:19:43 610 N     
01:19:43 615 N     
01:19:44 625 N     
01:19:45 625 N     
01:19:45 625 N     
01:19:46 645 N     
01:19:47 635 N     
01:19:47 635 N     
01:19:48 630 N     
01:19:48 625 N     
01:19:49 610 N     
01:19:50 615 N     
01:19:50 625 N     
01:19:51 635 N     
01:19:52 640 N     
01:19:52 645 N     
01:19:53 640 N     
01:19:54 650 N     
01:19:54 655 N     
01:19:55 630 N     
01:19:55 630 N     
01:19:56 620 N     
01:19:57 635 N     
01:19:57 645 N     
01:19:58 650 N     
01:19:59 645 N     
01:19:59 645 N     
01:20:00 640 N     
01:20:01 630 N     
01:20:01 630 N     
01:20:02 630 N     
01:20:02 620 N     
01:20:03 600 N     
01:20:04 615 N     
01:20:04 625 N     
01:20:05 660 N     
01:20:06 655 N     
01:20:06 675 N     
01:20:07 665 N     
01:20:08 665 N     
01:20:08 665 N     
01:20:09 655 N     
01:20:10 645 N     
01:20:10 635 N     
01:20:11 620 N     
01:20:11 640 N     
01:20:12 650 N     
01:20:13 655 N     
01:20:13 650 N     
01:20:14 650 N     
01:20:15 650 N     
01:20:15 640 N     
01:20:16 435 N PR SVPB C.I.= 435 ms   
01:20:16 630 N     
01:20:17 635 N     
01:20:18 625 N     
01:20:18 610 N     
01:20:19 605 N     
01:20:19 615 N     
01:20:20 640 N     
01:20:21 655 N     
01:20:21 665 N     
01:20:22 660 N     
01:20:23 675 N     
01:20:23 665 N     
01:20:24 660 N     
01:20:25 650 N     
01:20:25 620 N     
01:20:26 635 N     
01:20:27 630 N     
01:20:27 635 N     
01:20:28 630 N     
01:20:29 635 N     
01:20:29 630 N     
01:20:30 630 N     
01:20:30 630 N     
01:20:31 625 N     
01:20:32 630 N     
01:20:32 610 N     
01:20:33 610 N     
01:20:34 610 N     
01:20:34 610 N     
01:20:35 625 N     
01:20:35 635 N     
01:20:36 640 N     
01:20:37 645 N     
01:20:37 655 N     
01:20:38 650 N     
01:20:39 645 N     
01:20:39 630 N     
01:20:40 620 N     
01:20:41 630 N     
01:20:41 620 N     
01:20:42 630 N     
01:20:42 635 N     
01:20:43 635 N     
01:20:44 635 N     
01:20:44 635 N     
01:20:45 640 N     
01:20:46 1025 N     
01:20:47 620 N     
01:20:47 610 N     
01:20:48 630 N     
01:20:48 640 N     
01:20:49 665 N     
01:20:50 680 N     
01:20:50 685 N     
01:20:51 680 N     
01:20:52 675 N     
01:20:53 665 N     
01:20:53 670 N     
01:20:54 665 N     
01:20:54 645 N     
01:20:55 630 N     
01:20:56 630 N     
01:20:56 625 N     
01:20:57 625 N     
01:20:58 620 N     
01:20:58 625 N     
01:20:59 625 N     
01:20:59 620 N     
01:21:00 625 N     
01:21:01 620 N     
01:21:01 610 N     
01:21:02 600 N     
01:21:03 610 N     
01:21:03 625 N     
01:21:04 635 N     
01:21:04 650 N     
01:21:05 650 N     
01:21:06 670 N     
01:21:06 670 N     
01:21:07 665 N     
01:21:08 660 N     
01:21:08 655 N     
01:21:09 640 N     
01:21:10 620 N     
01:21:10 625 N     
01:21:11 625 N     
01:21:12 630 N     
01:21:12 625 N     
01:21:13 625 N     
01:21:13 630 N     
01:21:14 630 N     
01:21:15 620 N     
01:21:15 625 N     
01:21:16 615 N     
01:21:17 610 N     
01:21:17 595 N     
01:21:18 625 N     
01:21:18 675 N     
01:21:19 680 N     
01:21:20 695 N     
01:21:21 685 N     
01:21:21 690 N     
01:21:22 675 N     
01:21:23 670 N     
01:21:23 655 N     
01:21:24 640 N     
01:21:24 640 N     
01:21:25 645 N     
01:21:26 645 N     
01:21:26 645 N     
01:21:27 640 N     
01:21:28 635 N     
01:21:28 625 N     
01:21:29 620 N     
01:21:30 615 N     
01:21:30 610 N     
01:21:31 605 N     
01:21:31 600 N     
01:21:32 590 N     
01:21:33 600 N     
01:21:33 605 N     
01:21:34 625 N     
01:21:34 635 N     
01:21:35 640 N     
01:21:36 655 N     
01:21:36 660 N     
01:21:37 665 N     
01:21:38 655 N     
01:21:38 635 N     
01:21:39 620 N     
01:21:40 630 N     
01:21:40 630 N     
01:21:41 630 N     
01:21:41 625 N     
01:21:42 630 N     
01:21:43 625 N     
01:21:43 620 N     
01:21:44 625 N     
01:21:45 620 N     
01:21:45 625 N     
01:21:46 600 N     
01:21:46 600 N     
01:21:47 615 N     
01:21:48 620 N     
01:21:48 635 N     
01:21:49 640 N     
01:21:50 655 N     
01:21:50 650 N     
01:21:51 650 N     
01:21:52 650 N     
01:21:52 645 N     
01:21:53 650 N     
01:21:53 625 N     
01:21:54 620 N     
01:21:55 630 N     
01:21:55 635 N     
01:21:56 635 N     
01:21:57 635 N     
01:21:57 640 N     
01:21:58 635 N     
01:21:59 630 N     
01:21:59 625 N     
01:22:00 615 N     
01:22:00 605 N     
01:22:01 615 N     
01:22:02 620 N     
01:22:02 640 N     
01:22:03 640 N     
01:22:04 660 N     
01:22:04 655 N     
01:22:05 650 N     
01:22:05 635 N     
01:22:06 625 N     
01:22:07 625 N     
01:22:07 625 N     
01:22:08 630 N     
01:22:09 630 N     
01:22:09 635 N     
01:22:10 630 N     
01:22:11 635 N     
01:22:11 630 N     
01:22:12 615 N     
01:22:12 605 N     
01:22:13 615 N     
01:22:14 625 N     
01:22:14 640 N     
01:22:15 650 N     
01:22:16 655 V  VPB C.I.= 655 ms   
01:22:16 465 N PR SVPB C.I.= 465 ms   
01:22:17 665 N     
01:22:17 660 N     
01:22:18 665 N     
01:22:19 655 N     
01:22:19 650 N     
01:22:20 625 N     
01:22:21 630 N     
01:22:21 630 N     
01:22:22 635 N     
01:22:22 640 N     
01:22:23 640 N     
01:22:24 630 N     
01:22:24 635 N     
01:22:25 630 N     
01:22:26 625 N     
01:22:26 625 N     
01:22:27 610 N     
01:22:27 605 N     
01:22:28 625 N     
01:22:29 640 N     
01:22:29 670 N     
01:22:30 675 N     
01:22:31 685 N     
01:22:31 685 N     
01:22:32 670 N     
01:22:33 665 N     
01:22:33 655 N     
01:22:34 640 N     
01:22:35 630 N     
01:22:35 625 N     
01:22:36 635 N     
01:22:37 630 N     
01:22:37 625 N     
01:22:38 630 N     
01:22:38 630 N     
01:22:39 625 N     
01:22:40 620 N     
01:22:40 630 N     
01:22:41 605 N     
01:22:42 595 N     
01:22:42 610 N     
01:22:43 635 N     
01:22:43 650 N     
01:22:44 670 N     
01:22:45 670 N     
01:22:45 670 N     
01:22:46 475 N PR SVPB C.I.= 475 ms   
01:22:47 665 N     
01:22:47 660 N     
01:22:48 660 N     
01:22:49 630 N     
01:22:49 625 N     
01:22:50 635 N     
01:22:50 635 N     
01:22:51 645 N     
01:22:52 640 N     
01:22:52 640 N     
01:22:53 635 N     
01:22:54 635 N     
01:22:54 630 N     
01:22:55 635 N     
01:22:56 625 N     
01:22:56 610 N     
01:22:57 605 N     
01:22:57 610 N     
01:22:58 630 N     
01:22:59 645 N     
01:22:59 675 N     
01:23:00 665 N     
01:23:01 665 N     
01:23:01 660 N     
01:23:02 650 N     
01:23:03 650 N     
01:23:03 645 N     
01:23:04 645 N     
01:23:05 625 N     
01:23:05 610 N     
01:23:06 615 N     
01:23:06 610 N     
01:23:07 610 N     
01:23:08 610 N     
01:23:08 620 N     
01:23:09 595 N     
01:23:09 595 N     
01:23:10 600 N     
01:23:11 600 N     
01:23:11 610 N     
01:23:12 610 N     
01:23:12 620 N     
01:23:13 625 N     
01:23:14 625 N     
01:23:14 630 N     
01:23:15 615 N     
01:23:16 815 N     
01:23:16 620 N     
01:23:17 620 N     
01:23:18 625 N     
01:23:18 635 N     
01:23:19 635 N     
01:23:19 635 N     
01:23:20 635 N     
01:23:21 625 N     
01:23:21 615 N     
01:23:22 615 N     
01:23:23 625 N     
01:23:23 630 N     
01:23:24 650 N     
01:23:25 650 N     
01:23:25 660 N     
01:23:26 645 N     
01:23:26 655 N     
01:23:27 655 N     
01:23:28 635 N     
01:23:28 625 N     
01:23:29 635 N     
01:23:30 635 N     
01:23:30 640 N     
01:23:31 640 N     
01:23:32 645 N     
01:23:32 640 N     
01:23:33 640 N     
01:23:34 635 N     
01:23:34 630 N     
01:23:35 635 N     
01:23:35 610 N     
01:23:36 600 N     
01:23:37 620 N     
01:23:37 630 N     
01:23:38 650 N     
01:23:39 660 N     
01:23:39 680 N     
01:23:40 690 N     
01:23:41 680 N     
01:23:41 680 N     
01:23:42 675 N     
01:23:43 670 N     
01:23:43 645 N     
01:23:44 630 N     
01:23:45 645 N     
01:23:45 640 N     
01:23:46 645 N     
01:23:46 640 N     
01:23:47 645 N     
01:23:48 630 N     
01:23:48 635 N     
01:23:49 625 N     
01:23:50 615 N     
01:23:50 610 N     
01:23:51 600 N     
01:23:51 615 N     
01:23:52 640 N     
01:23:53 645 N     
01:23:53 660 N     
01:23:54 665 N     
01:23:55 660 N     
01:23:55 660 N     
01:23:56 650 N     
01:23:57 650 N     
01:23:57 645 N     
01:23:58 635 N     
01:23:59 620 N     
01:23:59 635 N     
01:24:00 640 N     
01:24:00 645 N     
01:24:01 640 N     
01:24:02 640 N     
01:24:02 640 N     
01:24:03 625 N     
01:24:04 630 N     
01:24:04 615 N     
01:24:05 610 N     
01:24:06 605 N     
01:24:06 610 N     
01:24:07 640 N     
01:24:07 655 N     
01:24:08 655 N     
01:24:09 655 N     
01:24:09 660 N     
01:24:10 645 N     
01:24:11 625 N     
01:24:11 620 N     
01:24:12 625 N     
01:24:13 620 N     
01:24:13 625 N     
01:24:14 620 N     
01:24:14 620 N     
01:24:15 620 N     
01:24:16 820 N     
01:24:16 610 N     
01:24:17 600 N     
01:24:18 600 N     
01:24:18 615 N     
01:24:19 615 N     
01:24:19 620 N     
01:24:20 630 N     
01:24:21 635 N     
01:24:21 640 N     
01:24:22 640 N     
01:24:23 625 N     
01:24:23 615 N     
01:24:24 625 N     
01:24:25 625 N     
01:24:25 630 N     
01:24:26 635 N     
01:24:26 640 N     
01:24:27 645 N     
01:24:28 640 N     
01:24:28 640 N     
01:24:29 635 N     
01:24:30 615 N     
01:24:30 615 N     
01:24:31 620 N     
01:24:31 635 N     
01:24:32 650 N     
01:24:33 645 N     
01:24:33 650 N     
01:24:34 655 N     
01:24:35 645 N     
01:24:35 650 N     
01:24:36 645 N     
01:24:37 635 N     
01:24:37 625 N     
01:24:38 615 N     
01:24:38 620 N     
01:24:39 630 N     
01:24:40 635 N     
01:24:40 645 N     
01:24:41 645 N     
01:24:42 645 N     
01:24:42 640 N     
01:24:43 645 N     
01:24:44 640 N     
01:24:44 635 N     
01:24:45 625 N     
01:24:45 610 N     
01:24:46 625 N     
01:24:47 625 N     
01:24:47 630 N     
01:24:48 645 N     
01:24:49 645 N     
01:24:49 645 N     
01:24:50 650 N     
01:24:51 640 N     
01:24:51 640 N     
01:24:52 635 N     
01:24:53 635 N     
01:24:53 610 N     
01:24:54 615 N     
01:24:54 610 N     
01:24:55 620 N     
01:24:56 625 N     
01:24:56 630 N     
01:24:57 635 N     
01:24:57 640 N     
01:24:58 630 N     
01:24:59 640 N     
01:24:59 625 N     
01:25:00 615 N     
01:25:01 630 N     
01:25:01 630 N     
01:25:02 645 N     
01:25:03 650 N     
01:25:03 650 N     
01:25:04 645 N     
01:25:05 650 N     
01:25:05 645 N     
01:25:06 645 N     
01:25:06 630 N     
01:25:07 620 N     
01:25:08 625 N     
01:25:08 630 N     
01:25:09 640 N     
01:25:10 640 N     
01:25:10 640 N     
01:25:11 635 N     
01:25:11 640 N     
01:25:12 635 N     
01:25:13 620 N     
01:25:13 610 N     
01:25:14 615 N     
01:25:15 620 N     
01:25:15 640 N     
01:25:16 630 N     
01:25:17 640 N     
01:25:17 640 N     
01:25:18 645 N     
01:25:18 640 N     
01:25:19 645 N     
01:25:20 640 N     
01:25:20 615 N     
01:25:21 615 N     
01:25:22 625 N     
01:25:22 620 N     
01:25:23 625 N     
01:25:23 630 N     
01:25:24 635 N     
01:25:25 625 N     
01:25:25 625 N     
01:25:26 630 N     
01:25:27 625 N     
01:25:27 625 N     
01:25:28 610 N     
01:25:28 595 N     
01:25:29 620 N     
01:25:30 625 N     
01:25:30 645 N     
01:25:31 655 N     
01:25:32 660 N     
01:25:32 655 N     
01:25:33 655 N     
01:25:34 655 N     
01:25:34 650 N     
01:25:35 645 N     
01:25:36 630 N     
01:25:36 620 N     
01:25:37 625 N     
01:25:37 620 N     
01:25:38 625 N     
01:25:39 630 N     
01:25:39 630 N     
01:25:40 625 N     
01:25:41 625 N     
01:25:41 635 N     
01:25:42 620 N     
01:25:42 605 N     
01:25:43 605 N     
01:25:44 615 N     
01:25:44 635 N     
01:25:45 645 N     
01:25:46 905 N     
01:25:46 655 N     
01:25:47 655 N     
01:25:48 650 N     
01:25:48 625 N     
01:25:49 625 N     
01:25:50 620 N     
01:25:50 625 N     
01:25:51 630 N     
01:25:51 630 N     
01:25:52 630 N     
01:25:53 630 N     
01:25:53 630 N     
01:25:54 625 N     
01:25:55 615 N     
01:25:55 610 N     
01:25:56 615 N     
01:25:56 630 N     
01:25:57 640 N     
01:25:58 645 N     
01:25:58 650 N     
01:25:59 645 N     
01:26:00 650 N     
01:26:00 650 N     
01:26:01 640 N     
01:26:02 625 N     
01:26:02 625 N     
01:26:03 625 N     
01:26:04 635 N     
01:26:04 630 N     
01:26:05 640 N     
01:26:05 640 N     
01:26:06 640 N     
01:26:07 640 N     
01:26:07 635 N     
01:26:08 645 N     
01:26:09 620 N     
01:26:09 615 N     
01:26:10 630 N     
01:26:10 645 N     
01:26:11 655 N     
01:26:12 660 N     
01:26:12 660 N     
01:26:13 670 N     
01:26:14 665 N     
01:26:14 655 N     
01:26:15 655 N     
01:26:16 655 N     
01:26:16 640 N     
01:26:17 620 N     
01:26:18 635 N     
01:26:18 630 N     
01:26:19 640 N     
01:26:20 635 N     
01:26:20 640 N     
01:26:21 640 N     
01:26:21 635 N     
01:26:22 635 N     
01:26:23 620 N     
01:26:23 610 N     
01:26:24 615 N     
01:26:25 620 N     
01:26:25 625 N     
01:26:26 630 N     
01:26:26 630 N     
01:26:27 630 N     
01:26:28 635 N     
01:26:28 620 N     
01:26:29 615 N     
01:26:30 615 N     
01:26:30 625 N     
01:26:31 620 N     
01:26:31 620 N     
01:26:32 625 N     
01:26:33 615 N     
01:26:33 600 N     
01:26:34 610 N     
01:26:35 615 N     
01:26:35 615 N     
01:26:36 630 N     
01:26:36 630 N     
01:26:37 635 N     
01:26:38 640 N     
01:26:38 630 N     
01:26:39 640 N     
01:26:40 620 N     
01:26:40 610 N     
01:26:41 620 N     
01:26:41 625 N     
01:26:42 630 N     
01:26:43 640 N     
01:26:43 640 N     
01:26:44 645 N     
01:26:45 640 N     
01:26:45 650 N     
01:26:46 830 N     
01:26:47 615 N     
01:26:47 620 N     
01:26:48 625 N     
01:26:49 635 N     
01:26:49 645 N     
01:26:50 645 N     
01:26:51 645 N     
01:26:51 645 N     
01:26:52 645 N     
01:26:52 645 N     
01:26:53 620 N     
01:26:54 615 N     
01:26:54 620 N     
01:26:55 625 N     
01:26:56 635 N     
01:26:56 635 N     
01:26:57 650 N     
01:26:57 655 N     
01:26:58 645 N     
01:26:59 640 N     
01:26:59 640 N     
01:27:00 635 N     
01:27:01 620 N     
01:27:01 615 N     
01:27:02 620 N     
01:27:03 625 N     
01:27:03 645 N     
01:27:04 650 N     
01:27:04 650 N     
01:27:05 650 N     
01:27:06 650 N     
01:27:06 640 N     
01:27:07 630 N     
01:27:08 615 N     
01:27:08 620 N     
01:27:09 625 N     
01:27:10 620 N     
01:27:10 625 N     
01:27:11 610 N     
01:27:11 610 N     
01:27:12 605 N     
01:27:13 605 N     
01:27:13 600 N     
01:27:14 605 N     
01:27:14 595 N     
01:27:15 600 N     
01:27:16 1010 N     
01:27:17 595 N     
01:27:17 605 N     
01:27:18 600 N     
01:27:18 600 N     
01:27:19 600 N     
01:27:20 595 N     
01:27:20 590 N     
01:27:21 590 N     
01:27:21 585 N     
01:27:22 590 N     
01:27:23 585 N     
01:27:23 580 N     
01:27:24 580 N     
01:27:24 575 N     
01:27:25 580 N     
01:27:25 580 N     
01:27:26 575 N     
01:27:27 580 N     
01:27:27 580 N     
01:27:28 580 N     
01:27:28 580 N     
01:27:29 580 N     
01:27:29 575 N     
01:27:30 585 N     
01:27:31 590 N     
01:27:31 595 N     
01:27:32 590 N     
01:27:32 595 N     
01:27:33 605 N     
01:27:34 615 N     
01:27:34 625 N     
01:27:35 620 N     
01:27:36 620 N     
01:27:36 615 N     
01:27:37 615 N     
01:27:37 620 N     
01:27:38 615 N     
01:27:39 620 N     
01:27:39 615 N     
01:27:40 600 N     
01:27:40 605 N     
01:27:41 600 N     
01:27:42 605 N     
01:27:42 600 N     
01:27:43 605 N     
01:27:43 595 N     
01:27:44 605 N     
01:27:45 605 N     
01:27:45 615 N     
01:27:46 400 N PR SVPB C.I.= 400 ms   
01:27:46 625 N CP    
01:27:47 630 N     
01:27:48 610 N     
01:27:48 625 N     
01:27:49 630 N     
01:27:49 645 N     
01:27:50 655 N     
01:27:51 655 N     
01:27:51 655 N     
01:27:52 635 N     
01:27:53 630 N     
01:27:53 620 N     
01:27:54 630 N     
01:27:55 635 N     
01:27:55 635 N     
01:27:56 635 N     
01:27:56 640 N     
01:27:57 640 N     
01:27:58 640 N     
01:27:58 625 N     
01:27:59 615 N     
01:28:00 620 N     
01:28:00 635 N     
01:28:01 645 N     
01:28:02 645 N     
01:28:02 645 N     
01:28:03 650 N     
01:28:03 640 N     
01:28:04 640 N     
01:28:05 625 N     
01:28:05 625 N     
01:28:06 640 N     
01:28:07 645 N     
01:28:07 645 N     
01:28:08 650 N     
01:28:09 640 N     
01:28:09 645 N     
01:28:10 640 N     
01:28:10 635 N     
01:28:11 615 N     
01:28:12 625 N     
01:28:12 630 N     
01:28:13 640 N     
01:28:14 640 N     
01:28:14 640 N     
01:28:15 635 N     
01:28:16 625 N     
01:28:16 630 N     
01:28:17 635 N     
01:28:17 645 N     
01:28:18 640 N     
01:28:19 645 N     
01:28:19 640 N     
01:28:20 640 N     
01:28:21 640 N     
01:28:21 640 N     
01:28:22 620 N     
01:28:23 610 N     
01:28:23 625 N     
01:28:24 625 N     
01:28:24 640 N     
01:28:25 640 N     
01:28:26 650 N     
01:28:26 640 N     
01:28:27 645 N     
01:28:28 635 N     
01:28:28 620 N     
01:28:29 620 N     
01:28:29 620 N     
01:28:30 630 N     
01:28:31 630 N     
01:28:31 630 N     
01:28:32 630 N     
01:28:33 630 N     
01:28:33 615 N     
01:28:34 610 N     
01:28:34 620 N     
01:28:35 630 N     
01:28:36 635 N     
01:28:36 635 N     
01:28:37 635 N     
01:28:38 630 N     
01:28:38 635 N     
01:28:39 625 N     
01:28:39 615 N     
01:28:40 615 N     
01:28:41 620 N     
01:28:41 630 N     
01:28:42 635 N     
01:28:43 640 N     
01:28:43 635 N     
01:28:44 635 N     
01:28:45 635 N     
01:28:45 620 N     
01:28:46 615 N     
01:28:46 615 N     
01:28:47 625 N     
01:28:48 630 N     
01:28:48 625 N     
01:28:49 630 N     
01:28:50 630 N     
01:28:50 635 N     
01:28:51 630 N     
01:28:51 620 N     
01:28:52 615 N     
01:28:53 615 N     
01:28:53 615 N     
01:28:54 620 N     
01:28:55 620 N     
01:28:55 620 N     
01:28:56 625 N     
01:28:56 610 N     
01:28:57 605 N     
01:28:58 610 N     
01:28:58 615 N     
01:28:59 620 N     
01:28:59 625 N     
01:29:00 630 N     
01:29:01 630 N     
01:29:01 630 N     
01:29:02 620 N     
01:29:03 615 N     
01:29:03 615 N     
01:29:04 610 N     
01:29:04 620 N     
01:29:05 625 N     
01:29:06 620 N     
01:29:06 625 N     
01:29:07 625 N     
01:29:08 625 N     
01:29:08 625 N     
01:29:09 610 N     
01:29:09 605 N     
01:29:10 610 N     
01:29:11 620 N     
01:29:11 630 N     
01:29:12 630 N     
01:29:12 640 N     
01:29:13 645 N     
01:29:14 640 N     
01:29:14 630 N     
01:29:15 620 N     
01:29:16 855 N     
01:29:17 630 N     
01:29:17 635 N     
01:29:18 630 N     
01:29:18 635 N     
01:29:19 630 N     
01:29:20 630 N     
01:29:20 620 N     
01:29:21 610 N     
01:29:22 610 N     
01:29:22 605 N     
01:29:23 610 N     
01:29:23 615 N     
01:29:24 615 N     
01:29:25 625 N     
01:29:25 610 N     
01:29:26 605 N     
01:29:26 610 N     
01:29:27 615 N     
01:29:28 630 N     
01:29:28 630 N     
01:29:29 630 N     
01:29:30 630 N     
01:29:30 630 N     
01:29:31 615 N     
01:29:31 620 N     
01:29:32 615 N     
01:29:33 620 N     
01:29:33 620 N     
01:29:34 625 N     
01:29:35 635 N     
01:29:35 620 N     
01:29:36 610 N     
01:29:36 615 N     
01:29:37 620 N     
01:29:38 640 N     
01:29:38 650 N     
01:29:39 650 N     
01:29:40 650 N     
01:29:40 650 N     
01:29:41 655 N     
01:29:42 650 N     
01:29:42 640 N     
